,futbin_id,ID,name,rating,price,date
0,195864,580,PaulPogba,86,0,2020-09-30
1,195864,580,PaulPogba,86,0,2020-10-01
2,195864,580,PaulPogba,86,192710,2020-10-02
3,195864,580,PaulPogba,86,210913,2020-10-03
4,195864,580,PaulPogba,86,218686,2020-10-04
5,195864,580,PaulPogba,86,217291,2020-10-05
6,195864,580,PaulPogba,86,210653,2020-10-06
7,195864,580,PaulPogba,86,213531,2020-10-07
8,195864,580,PaulPogba,86,215469,2020-10-08
9,195864,580,PaulPogba,86,202778,2020-10-09
10,195864,580,PaulPogba,86,208680,2020-10-10
11,195864,580,PaulPogba,86,211444,2020-10-11
12,195864,580,PaulPogba,86,218981,2020-10-12
13,195864,580,PaulPogba,86,233327,2020-10-13
14,195864,580,PaulPogba,86,229887,2020-10-14
15,195864,580,PaulPogba,86,229618,2020-10-15
16,195864,580,PaulPogba,86,226667,2020-10-16
17,195864,580,PaulPogba,86,217794,2020-10-17
18,195864,580,PaulPogba,86,198773,2020-10-18
19,195864,580,PaulPogba,86,192853,2020-10-19
20,195864,580,PaulPogba,86,189014,2020-10-20
21,195864,580,PaulPogba,86,187657,2020-10-21
22,195864,580,PaulPogba,86,204169,2020-10-22
23,195864,580,PaulPogba,86,210860,2020-10-23
24,195864,580,PaulPogba,86,206877,2020-10-24
25,195864,580,PaulPogba,86,198633,2020-10-25
26,195864,580,PaulPogba,86,198419,2020-10-26
27,195864,580,PaulPogba,86,196558,2020-10-27
28,195864,580,PaulPogba,86,198676,2020-10-28
29,195864,580,PaulPogba,86,216538,2020-10-29
30,195864,580,PaulPogba,86,226059,2020-10-30
31,195864,580,PaulPogba,86,220641,2020-10-31
32,195864,580,PaulPogba,86,207365,2020-11-01
33,195864,580,PaulPogba,86,215662,2020-11-02
34,195864,580,PaulPogba,86,217881,2020-11-03
35,195864,580,PaulPogba,86,216109,2020-11-04
36,195864,580,PaulPogba,86,227582,2020-11-05
37,195864,580,PaulPogba,86,222301,2020-11-06
38,195864,580,PaulPogba,86,209892,2020-11-07
39,195864,580,PaulPogba,86,197049,2020-11-08
40,195864,580,PaulPogba,86,200655,2020-11-09
41,195864,580,PaulPogba,86,202044,2020-11-10
42,195864,580,PaulPogba,86,202586,2020-11-11
43,195864,580,PaulPogba,86,207953,2020-11-12
44,195864,580,PaulPogba,86,202250,2020-11-13
45,195864,580,PaulPogba,86,182560,2020-11-14
46,195864,580,PaulPogba,86,160917,2020-11-15
47,195864,580,PaulPogba,86,159067,2020-11-16
48,195864,580,PaulPogba,86,165829,2020-11-17
49,195864,580,PaulPogba,86,164195,2020-11-18
50,195864,580,PaulPogba,86,172236,2020-11-19
51,195864,580,PaulPogba,86,173788,2020-11-20
52,195864,580,PaulPogba,86,164889,2020-11-21
53,195864,580,PaulPogba,86,154341,2020-11-22
54,195864,580,PaulPogba,86,153697,2020-11-23
55,195864,580,PaulPogba,86,149138,2020-11-24
56,195864,580,PaulPogba,86,139843,2020-11-25
57,195864,580,PaulPogba,86,147778,2020-11-26
58,195864,580,PaulPogba,86,151750,2020-11-27
59,195864,580,PaulPogba,86,149932,2020-11-28
60,195864,580,PaulPogba,86,147011,2020-11-29
61,195864,580,PaulPogba,86,144886,2020-11-30
62,195864,580,PaulPogba,86,148124,2020-12-01
63,195864,580,PaulPogba,86,152233,2020-12-02
64,195864,580,PaulPogba,86,160396,2020-12-03
65,195864,580,PaulPogba,86,160233,2020-12-04
66,195864,580,PaulPogba,86,134705,2020-12-05
67,195864,580,PaulPogba,86,131067,2020-12-06
68,195864,580,PaulPogba,86,138031,2020-12-07
69,195864,580,PaulPogba,86,139409,2020-12-08
70,195864,580,PaulPogba,86,141714,2020-12-09
71,195864,580,PaulPogba,86,150906,2020-12-10
72,195864,580,PaulPogba,86,150589,2020-12-11
73,195864,580,PaulPogba,86,139092,2020-12-12
74,195864,580,PaulPogba,86,133608,2020-12-13
75,195864,580,PaulPogba,86,135940,2020-12-14
76,195864,580,PaulPogba,86,128044,2020-12-15
77,195864,580,PaulPogba,86,118483,2020-12-16
78,195864,580,PaulPogba,86,126609,2020-12-17
79,195864,580,PaulPogba,86,130163,2020-12-18
80,195864,580,PaulPogba,86,127105,2020-12-19
81,195864,580,PaulPogba,86,123195,2020-12-20
82,195864,580,PaulPogba,86,127916,2020-12-21
83,195864,580,PaulPogba,86,132545,2020-12-22
84,195864,580,PaulPogba,86,129684,2020-12-23
85,195864,580,PaulPogba,86,132198,2020-12-24
86,195864,580,PaulPogba,86,133900,2020-12-25
87,195864,580,PaulPogba,86,128711,2020-12-26
88,195864,580,PaulPogba,86,116118,2020-12-27
89,195864,580,PaulPogba,86,116500,2020-12-28
90,195864,580,PaulPogba,86,112704,2020-12-29
91,195864,580,PaulPogba,86,114558,2020-12-30
92,195864,580,PaulPogba,86,118244,2020-12-31
93,195864,580,PaulPogba,86,115976,2021-01-01
94,195864,580,PaulPogba,86,107905,2021-01-02
95,195864,580,PaulPogba,86,100726,2021-01-03
96,195864,580,PaulPogba,86,103463,2021-01-04
97,195864,580,PaulPogba,86,104385,2021-01-05
98,195864,580,PaulPogba,86,101367,2021-01-06
99,195864,580,PaulPogba,86,101494,2021-01-07
100,195864,580,PaulPogba,86,103278,2021-01-08
101,195864,580,PaulPogba,86,93222,2021-01-09
102,195864,580,PaulPogba,86,84228,2021-01-10
103,195864,580,PaulPogba,86,82837,2021-01-11
104,195864,580,PaulPogba,86,82287,2021-01-12
105,195864,580,PaulPogba,86,83024,2021-01-13
106,195864,580,PaulPogba,86,86077,2021-01-14
107,195864,580,PaulPogba,86,86721,2021-01-15
108,195864,580,PaulPogba,86,86527,2021-01-16
109,195864,580,PaulPogba,86,78347,2021-01-17
110,195864,580,PaulPogba,86,75165,2021-01-18
111,195864,580,PaulPogba,86,76799,2021-01-19
112,195864,580,PaulPogba,86,79158,2021-01-20
113,195864,580,PaulPogba,86,87685,2021-01-21
114,195864,580,PaulPogba,86,89791,2021-01-22
115,195864,580,PaulPogba,86,90293,2021-01-23
116,195864,580,PaulPogba,86,86364,2021-01-24
117,195864,580,PaulPogba,86,83340,2021-01-25
118,195864,580,PaulPogba,86,80077,2021-01-26
119,195864,580,PaulPogba,86,79453,2021-01-27
120,195864,580,PaulPogba,86,78130,2021-01-28
121,195864,580,PaulPogba,86,69054,2021-01-29
122,195864,580,PaulPogba,86,59058,2021-01-30
123,195864,580,PaulPogba,86,55500,2021-01-31
124,195864,580,PaulPogba,86,59481,2021-02-01
125,195864,580,PaulPogba,86,59021,2021-02-02
126,195864,580,PaulPogba,86,61685,2021-02-03
127,195864,580,PaulPogba,86,66652,2021-02-04
128,195864,580,PaulPogba,86,66618,2021-02-05
129,195864,580,PaulPogba,86,57980,2021-02-06
130,195864,580,PaulPogba,86,57394,2021-02-07
131,195864,580,PaulPogba,86,58715,2021-02-08
132,195864,580,PaulPogba,86,59050,2021-02-09
133,195864,580,PaulPogba,86,59435,2021-02-10
134,195864,580,PaulPogba,86,57981,2021-02-11
135,195864,580,PaulPogba,86,52055,2021-02-12
136,195864,580,PaulPogba,86,43728,2021-02-13
137,195864,580,PaulPogba,86,42615,2021-02-14
138,195864,580,PaulPogba,86,43996,2021-02-15
139,195864,580,PaulPogba,86,41432,2021-02-16
140,195864,580,PaulPogba,86,42272,2021-02-17
141,195864,580,PaulPogba,86,43154,2021-02-18
142,195864,580,PaulPogba,86,43286,2021-02-19
143,195864,580,PaulPogba,86,42678,2021-02-20
144,195864,580,PaulPogba,86,42383,2021-02-21
145,195864,580,PaulPogba,86,44453,2021-02-22
146,195864,580,PaulPogba,86,44906,2021-02-23
147,195864,580,PaulPogba,86,44784,2021-02-24
148,195864,580,PaulPogba,86,45299,2021-02-25
149,195864,580,PaulPogba,86,44638,2021-02-26
150,195864,580,PaulPogba,86,39307,2021-02-27
151,195864,580,PaulPogba,86,37776,2021-02-28
152,195864,580,PaulPogba,86,37898,2021-03-01
153,195864,580,PaulPogba,86,40958,2021-03-02
154,195864,580,PaulPogba,86,41804,2021-03-03
155,195864,580,PaulPogba,86,41333,2021-03-04
156,195864,580,PaulPogba,86,40018,2021-03-05
157,195864,580,PaulPogba,86,37289,2021-03-06
158,195864,580,PaulPogba,86,39225,2021-03-07
159,195864,580,PaulPogba,86,36715,2021-03-08
160,195864,580,PaulPogba,86,30294,2021-03-09
161,195864,580,PaulPogba,86,30456,2021-03-10
162,195864,580,PaulPogba,86,33217,2021-03-11
163,195864,580,PaulPogba,86,32901,2021-03-12
164,195864,580,PaulPogba,86,32545,2021-03-13
165,195864,580,PaulPogba,86,33247,2021-03-14
166,195864,580,PaulPogba,86,34790,2021-03-15
